SpeechID_PK,PlayID_FK,CharacterID_FK,Character_name,Speech_towards,Speech_Lines
S1001170,P003,C0002,SLOANE,,"Give them up. Never be fully fit, ED."
S1001171,P003,C0002,SLOANE,,Are you going to the shop?
S1001173,P003,C0002,SLOANE,,Good. (Silence.) How long will you be?
S1001175,P003,C0002,SLOANE,,"Mmmn. (Pause.) Well, while you’re gone I’m going to have a word with Pop."
S1001177,P003,C0002,SLOANE,,See if we can’t find an area of agreement. I’ll hold out the hand of friendship an’ all that. I’m willing to forget the past. If he is. (Silence.) I’d better have a word with him. Call him.
S1001179,P003,C0002,SLOANE,,No good me asking him anything is there?
S1001181,P003,C0002,SLOANE,,Gone funny again has he?
S1001187,P003,C0002,SLOANE,,(takes hold of KEMP
S1001189,P003,C0002,SLOANE,,What have you told him? What were you going to tell him?
S1001191,P003,C0002,SLOANE,,What kind of business? (KEMP does not reply.) Told him she’s up the stick did you? (No reply.) Why did you tell him?
S1001193,P003,C0002,SLOANE,,Fair enough.
S1001195,P003,C0002,SLOANE,,"Right. (Silence.) What else did you tell him? (KEMP attempts to rise, SLOANE pushes him back.) Did you say anything else? (KEMP attempts to rise.) Eh?"
S1001197,P003,C0002,SLOANE,,Were you going to?
S1001199,P003,C0002,SLOANE,,Why?
S1001201,P003,C0002,SLOANE,,Who says I am?
S1001203,P003,C0002,SLOANE,,Your vision is faulty. You couldn’t identify nobody now. So long after. You said so yourself.
S1001205,P003,C0002,SLOANE,,Sit still! (Silence.) How were you going to identify me?
S1001207,P003,C0002,SLOANE,,Really?
S1001209,P003,C0002,SLOANE,,"It was an accident, Pop. I’m innocent. You don’t know the circumstances …"
S1001211,P003,C0002,SLOANE,,But you don’t.
S1001213,P003,C0002,SLOANE,,Accidental death.
S1001215,P003,C0002,SLOANE,,You’re pre-judging my case.
S1001217,P003,C0002,SLOANE,,I’m an orphan.
S1001219,P003,C0002,SLOANE,,(puts the stick into KEMP
S1001221,P003,C0002,SLOANE,,How do you know?
S1001223,P003,C0002,SLOANE,,A weak heart.
S1001225,P003,C0002,SLOANE,,He fell.
S1001227,P003,C0002,SLOANE,,I had no motive.
S1001229,P003,C0002,SLOANE,,I never touched it.
S1001231,P003,C0002,SLOANE,,"Not me, Pop. (Laughs.) Oh, no."
S1001233,P003,C0002,SLOANE,,What are you going to do? Are you going to tell ED? (KEMP makes no reply.) He won’t believe you. (KEMP makes no reply.) He’ll think you’re raving.
S1001235,P003,C0002,SLOANE,,You can’t be trusted I see. I’ve lost faith in you. (Throws the stick out of reach.) Irresponsible. Can’t give you offensive weapons.
S1001237,P003,C0002,SLOANE,,He will.
S1001239,P003,C0002,SLOANE,,Are you threatening me? Do you feel confident? Is that it? (Stops. Clicks his tongue. Pause. Leans over and straightens KEMP
S1001243,P003,C0002,SLOANE,,"You make me desperate. I’ve nothing to lose, you see. One more chance, Pop. Are you going to give me away?"
S1001245,P003,C0002,SLOANE,,"You don’t know what’s good for you. (He knocks KEMP behind the settee. Kicks him.) You bring this on yourself. (He kicks him again.) All this could’ve been avoided, (KEMP half-rises, collapses again. Pause. SLOANE kicks him gently with the toe of his boot) Eh, then. Wake up. (Pause.) Wakey, wakey. (Silence. He goes to the door and calls.) ED！ (Pause.) ED！"
S1001247,P003,C0002,SLOANE,,Where’s ED. Not you! I want ED！
S1001250,P003,C0002,SLOANE,,Some kind of attack.
S1001259,P003,C0002,SLOANE,,Yes.
S1001261,P003,C0002,SLOANE,,In a way.
S1001263,P003,C0002,SLOANE,,He upset me.
S1001265,P003,C0002,SLOANE,,I hit him several times.
S1001272,P003,C0002,SLOANE,,Not hard.
S1001274,P003,C0002,SLOANE,,I’ve told you –
S1001276,P003,C0002,SLOANE,,Dead? His heart.
S1001287,P003,C0002,SLOANE,,I’m not hungry.
S1001293,P003,C0002,SLOANE,,I’m really upset.
S1001296,P003,C0002,SLOANE,,I don’t know.
S1001305,P003,C0002,SLOANE,,I don’t know!
S1001307,P003,C0002,SLOANE,,Really?
S1001309,P003,C0002,SLOANE,,I don’t give a sod what’s for dinner!
S1001311,P003,C0002,SLOANE,,Can I see you outside?
S1001313,P003,C0002,SLOANE,,To explain.
S1001315,P003,C0002,SLOANE,,How I came to be involved in this situation.
S1001317,P003,C0002,SLOANE,,Are you sure he’s –
S1001319,P003,C0002,SLOANE,,I feel sick.
S1001321,P003,C0002,SLOANE,,No.
S1001323,P003,C0002,SLOANE,,I don’t want them! (He knocks them from her hand.) I don’t want pills! (Exits.)
S1001348,P003,C0002,SLOANE,,"(enters, glances at ED. EDdoes not look up) Accept my apology, ED. Sorry I was rude, but my nerves won’t stand much more, I can tell you. (He opens the suitcase. Begins to pack.) She’s got two of my shirts in the wash. Good ones. (Opens sideboard, takes out cardigan.) Can’t risk asking her for them. (Looks under sideboard, finds canvas shoes.) She’s been using this razor again. (Holding up razor.) I can tell. That’s not hygienic, is it?"
S1001350,P003,C0002,SLOANE,,Packing.
S1001352,P003,C0002,SLOANE,,I’m going away.
S1001354,P003,C0002,SLOANE,,With you.
S1001356,P003,C0002,SLOANE,,It was settled.
S1001358,P003,C0002,SLOANE,,Why not?
S1001360,P003,C0002,SLOANE,,An accident.
S1001362,P003,C0002,SLOANE,,Those pills were undermining his constitution. Ruining his health. He couldn’t have lasted much longer.
S1001364,P003,C0002,SLOANE,,He had his stick.
S1001366,P003,C0002,SLOANE,,I blame that on the pills. Who prescribed them?
S1001368,P003,C0002,SLOANE,,"Reputable, is he?"
S1001370,P003,C0002,SLOANE,,You’ll find medical evidence agrees with my theory.
S1001372,P003,C0002,SLOANE,,What kind of life is it at his age?
S1001374,P003,C0002,SLOANE,,I did him a service in a manner of speaking.
S1001376,P003,C0002,SLOANE,,"Look, I’m facing no one."
S1001378,P003,C0002,SLOANE,,I’ll decide what choice I have.
S1001380,P003,C0002,SLOANE,,"You wouldn’t put me away, would you?"
S1001382,P003,C0002,SLOANE,,You’re my friend.
S1001384,P003,C0002,SLOANE,,He died of heart failure. You can’t ruin my life. I’m impressionable. Think what the nick would do to me. I’d pick up criminal connexions.
S1001386,P003,C0002,SLOANE,,Not as many as I would have.
S1001388,P003,C0002,SLOANE,,Give me a chance.
S1001390,P003,C0002,SLOANE,,One more.
S1001392,P003,C0002,SLOANE,,Say he fell downstairs.
S1001394,P003,C0002,SLOANE,,A loyal friend.
S1001396,P003,C0002,SLOANE,,What a legal system. Say he fell.
S1001398,P003,C0002,SLOANE,,Fake the evidence.
S1001400,P003,C0002,SLOANE,,You’ve got no principles.
S1001402,P003,C0002,SLOANE,,Are you going to help me?
S1001404,P003,C0002,SLOANE,,We must find a basis for agreement.
S1001406,P003,C0002,SLOANE,,(sits beside ED. Lays a hand on his knee.) I accept responsibility.
S1001408,P003,C0002,SLOANE,,Fully.
S1001410,P003,C0002,SLOANE,,Certainly.
S1001412,P003,C0002,SLOANE,,"Sorry, ED die, sorry."
S1001414,P003,C0002,SLOANE,,"I’m very bad. Only you can help me on the road to a useful life. (Pause.) A couple of years ago I met a man similar to yourself. Same outlook on life. A dead ringer for you as far as physique went. He was an expert on the adolescent male body. He’s completed an exhaustive study of his subject before I met him. During the course of one magical night he talked to me of his principles – offered me a job if I would accept them. Like a fool I turned him down. What an opportunity I lost, ED. If you were to make the same demands, I’d answer loudly in the affirmative."
S1001416,P003,C0002,SLOANE,,In future you’d have nothing to complain of.
S1001418,P003,C0002,SLOANE,,Let me live with you. I’d wear my jeans out in your service. Cook for you.
S1001420,P003,C0002,SLOANE,,Bring you your tea in bed.
S1001422,P003,C0002,SLOANE,,"You bring me my tea in bed, then. Any arrangement you fancy."
S1001483,P003,C0002,SLOANE,,"Ready? Come on, then."
S1001493,P003,C0002,SLOANE,,How about my shirts?
S1001500,P003,C0002,SLOANE,,We thought I ought to live in.
S1001502,P003,C0002,SLOANE,,I’ll be back when this has blown over.
S1001507,P003,C0002,SLOANE,,No.
S1001528,P003,C0002,SLOANE,,But you did!
S1001579,P003,C0002,SLOANE,,I’m going with ED.
S1001582,P003,C0002,SLOANE,,No.
S1001584,P003,C0002,SLOANE,,No. Better opportunities. A new life.
S1001586,P003,C0002,SLOANE,,Never for a second.
S1001588,P003,C0002,SLOANE,,Yes.
S1001590,P003,C0002,SLOANE,,I paid.
S1001592,P003,C0002,SLOANE,,You had no reputation.
S1001621,P003,C0002,SLOANE,,More or less.
S1001625,P003,C0002,SLOANE,,You deceived yourself.
S1001629,P003,C0002,SLOANE,,I’ll pop round.
S1001631,P003,C0002,SLOANE,,You’ll have the baby.
S1001636,P003,C0002,SLOANE,,(releases her) EDcan vouch for me. You can support his story.
S1001638,P003,C0002,SLOANE,,The old man fell downstairs.
S1001640,P003,C0002,SLOANE,,He was ill.
S1001642,P003,C0002,SLOANE,,EDwill give me an alibi.
S1001644,P003,C0002,SLOANE,,He’ll say he was a witness.
S1001646,P003,C0002,SLOANE,,Look – mamma … see –
S1001648,P003,C0002,SLOANE,,EDis supporting me.
S1001650,P003,C0002,SLOANE,,You’re not going back on your word?
S1001652,P003,C0002,SLOANE,,Make an effort.
S1001654,P003,C0002,SLOANE,,Me.
S1001656,P003,C0002,SLOANE,,I’ll come and see you.
S1001670,P003,C0002,SLOANE,,Concerning whom?
S1001674,P003,C0002,SLOANE,,No.
S1001676,P003,C0002,SLOANE,,No.
S1001678,P003,C0002,SLOANE,,I’m going with ED.
S1001680,P003,C0002,SLOANE,,If I stay here he’ll do the same.
S1001684,P003,C0002,SLOANE,,Leave her to me.
S1001689,P003,C0002,SLOANE,,Keep out of this! (EDlays a hand on SLOANE
S1001691,P003,C0002,SLOANE,,(shakes KATH
S1001698,P003,C0002,SLOANE,,She’s won! The bitch has won!
S1001700,P003,C0002,SLOANE,,"We need action not discussion. Persuade her. Cut her throat, but persuade her!"
S1001702,P003,C0002,SLOANE,,Deal with her.
S1001704,P003,C0002,SLOANE,,She must be primed. Get her evidence correct.
S1001706,P003,C0002,SLOANE,,"You’re in control of nothing! Where are your influential friends? Ring them, we need protection."
S1001719,P003,C0002,SLOANE,,I’m not marrying her!
S1001721,P003,C0002,SLOANE,,Remember our agreement
S1001723,P003,C0002,SLOANE,,Don’t saddle me with her for life.
S1001726,P003,C0002,SLOANE,,"You can solve it, ED."
S1001730,P003,C0002,SLOANE,,I am.
S1001736,P003,C0002,SLOANE,,Is it going to be O.K.?
S1001738,P003,C0002,SLOANE,,I’ll be grateful.
S1001740,P003,C0002,SLOANE,,Eternally.
S1000092,P003,C0003,KEMP,,You there?
S1000094,P003,C0003,KEMP,,Eh?
S1000096,P003,C0003,KEMP,,"(stares, lifts his glasses and stares again) Oh … It’s ED die?"
S1000099,P003,C0003,KEMP,,"What’s he want, then?"
S1000101,P003,C0003,KEMP,,Stay with us?
S1000103,P003,C0003,KEMP,,He can’t. We’ve no room.
S1000107,P003,C0003,KEMP,To SLOANE,) I’d not care to wonder what you must think of us.
S1000109,P003,C0003,KEMP,,Not to my knowledge.
S1000111,P003,C0003,KEMP,,No.
S1000113,P003,C0003,KEMP,,I don’t drink.
S1000115,P003,C0003,KEMP,,Not at the moment. I used to be. In the old days I’d knock up the Vicar at all hours. But then I lost touch.
S1000117,P003,C0003,KEMP,,Y’ve got me confused with another person.
S1000119,P003,C0003,KEMP,,"Forget it, son. I’m not seen about much."
S1000121,P003,C0003,KEMP,,Not at all.
S1000123,P003,C0003,KEMP,,No.
S1000125,P003,C0003,KEMP,,Two.
S1000127,P003,C0003,KEMP,,She was. Had a terrible time. Kiddy died.
S1000129,P003,C0003,KEMP,,"Yes, but we’re not on speaking terms."
S1000131,P003,C0003,KEMP,,Twenty years.
S1000133,P003,C0003,KEMP,,You perhaps find that hard to believe?
S1000135,P003,C0003,KEMP,,I may have exchanged a few words.
S1000137,P003,C0003,KEMP,,"He was a good boy. Played some amazing games as a youth. Won every goal at football one season. Sport mad, he was. (Pause.) Then one day, shortly after his seventeenth birthday, I had cause to return home unexpected and found him committing some kind of felony in the bedroom."
S1000139,P003,C0003,KEMP,,I could never forgive him.
S1000141,P003,C0003,KEMP,,Yes.
S1000143,P003,C0003,KEMP,,I’d removed the lock.
S1000145,P003,C0003,KEMP,,I’d done it as a precautionary measure.
S1000147,P003,C0003,KEMP,,Admiring the view?
S1000149,P003,C0003,KEMP,,Not exactly.
S1000151,P003,C0003,KEMP,,It was intended to be the first of a row.
S1000153,P003,C0003,KEMP,,They gave up.
S1000155,P003,C0003,KEMP,,There were financial restrictions.
S1000157,P003,C0003,KEMP,,"We’ve tried putting in complaints, but it’s no good. Look at it out there. An eyesore. You may admire it. I don’t. A woman came all the way from Woolwich yesterday. A special trip she made in order to dump a bedstead. I told her, what do you want to saddle us with your filthy mess for? Came over in a shooting-brake. She was an old woman. Had her daughter with her. Fouling the countryside with their litter."
S1000159,P003,C0003,KEMP,,If my boss were here I’d go to him.
S1000161,P003,C0003,KEMP,,He had holdings in some trust. He didn’t go into details with me.
S1000163,P003,C0003,KEMP,,Forty.
S1000165,P003,C0003,KEMP,,Yes.
S1000167,P003,C0003,KEMP,,Yes.
S1000169,P003,C0003,KEMP,,"No. He was murdered. On the unsolved crimes list, he is."
S1000171,P003,C0003,KEMP,,Yes. They took a piece in the local paper.
S1000173,P003,C0003,KEMP,,Two years.
S1000175,P003,C0003,KEMP,,He was a young man with very smooth skin.
S1000177,P003,C0003,KEMP,,Yes. Wavy hair. Wore a tweed tie.
S1000179,P003,C0003,KEMP,,He was a photographer. Specialized in views of the river.
S1000181,P003,C0003,KEMP,,Yes. As a general handyman. (Pause.) We gave the murderer a lift on the night of the crime.
S1000183,P003,C0003,KEMP,,Yes.
S1000185,P003,C0003,KEMP,,I can’t get involved in that type of case. I might get my name in the papers.
S1000187,P003,C0003,KEMP,,I should very much doubt it.
S1000189,P003,C0003,KEMP,,Yes.
S1000191,P003,C0003,KEMP,,(pause) Come here.
S1000193,P003,C0003,KEMP,,I want to look at you.
S1000195,P003,C0003,KEMP,,I think we have met before.
S1000197,P003,C0003,KEMP,,You think that?
S1000199,P003,C0003,KEMP,,"(pause) Fetch me a plate, will you?"
S1000201,P003,C0003,KEMP,,The dresser. Back there.
S1000204,P003,C0003,KEMP,,We have met before! I knew we had.
S1000206,P003,C0003,KEMP,,On my life. I remember.
S1000208,P003,C0003,KEMP,,I could still identify you.
S1000210,P003,C0003,KEMP,,If it was necessary.
S1000212,P003,C0003,KEMP,,It might be.
S1000214,P003,C0003,KEMP,,"Don’t speak to me like that, sonny. You’ll find yourself in trouble."
S1000216,P003,C0003,KEMP,,I’ll have somebody to you. See if I don’t.
S1000219,P003,C0003,KEMP,,You provoked me!
S1000221,P003,C0003,KEMP,,"(goes to the door, shouting) KATH"
S1000223,P003,C0003,KEMP,,It wasn’t intentional. (Comes forward.)
S1000229,P003,C0003,KEMP,,I thought he was further off. I can’t judge distances.
S1000235,P003,C0003,KEMP,,"I never realized he was antagonistic to you, Mr SLOANE. Perhaps he’s jealous. We were getting on so well. (Pause.) Is it hurting you?"
S1000279,P003,C0003,KEMP,,What?
S1000283,P003,C0003,KEMP,,Yes. KATH
S1000285,P003,C0003,KEMP,,But he upset me.
S1000287,P003,C0003,KEMP,,I’ve seen him before.
S1000289,P003,C0003,KEMP,,I didn’t throw them.
S1000291,P003,C0003,KEMP,,Where’s that?
S1000293,P003,C0003,KEMP,,A teetotal club on the corner is there?
S1000295,P003,C0003,KEMP,,I expect so.
S1000297,P003,C0003,KEMP,,What’s that?
S1000303,P003,C0003,KEMP,,I’m not going to talk to him!
S1000305,P003,C0003,KEMP,,He knows I’m in always on Friday. (Pause.) I’m signing nothing you can tell him that.
S1000307,P003,C0003,KEMP,,That I’m not signing nothing.
S1000309,P003,C0003,KEMP,,I’m not speaking to him.
S1000505,P003,C0003,KEMP,,(off) Is he gone?
S1000512,P003,C0003,KEMP,,No.
S1000514,P003,C0003,KEMP,,Never.
S1000516,P003,C0003,KEMP,,No.
S1000518,P003,C0003,KEMP,,No.
S1000520,P003,C0003,KEMP,,"I got lost, though."
S1000522,P003,C0003,KEMP,,I didn’t notice.
S1000524,P003,C0003,KEMP,,I haven’t been feeling well lately.
S1000526,P003,C0003,KEMP,,My eyes are getting much worse.
S1000528,P003,C0003,KEMP,,I’m all alone.
S1000530,P003,C0003,KEMP,,He may take you away.
S1000532,P003,C0003,KEMP,,ED inburgh.
S1000534,P003,C0003,KEMP,,Or Bournemouth. You always said you’d go somewhere with palms.
S1000536,P003,C0003,KEMP,,You’d put me in a home. (Pause.) Would you be tempted?
S1000538,P003,C0003,KEMP,,You don’t love me.
S1000540,P003,C0003,KEMP,,"I’m going to die, KATH … I’m dying."
S1000542,P003,C0003,KEMP,,Goodnight then.
S1000654,P003,C0003,KEMP,,Seen my tablets?
S1000656,P003,C0003,KEMP,,I need one o’ my pills.
S1000658,P003,C0003,KEMP,,Let me alone.
S1000660,P003,C0003,KEMP,,I don’t want no help. (Pause.) I’m managing.
S1000662,P003,C0003,KEMP,,I can manage.
S1000664,P003,C0003,KEMP,,Coloured?
S1000666,P003,C0003,KEMP,,I expect he was. They do come over here. Raping people. It’s a problem. Just come out o’ jail had he?
S1000668,P003,C0003,KEMP,,"Oh, they’re all for that."
S1000670,P003,C0003,KEMP,,All for that.
S1000673,P003,C0003,KEMP,,They should send them back.
S1000678,P003,C0003,KEMP,,You should’ve put in a complaint.
S1000680,P003,C0003,KEMP,,Playing his bloody music in the street.
S1000682,P003,C0003,KEMP,,What’s up?
S1000689,P003,C0003,KEMP,,What are you having?
S1000691,P003,C0003,KEMP,,Oh.
S1000697,P003,C0003,KEMP,,"Are you having it after tea, KATH"
S1000699,P003,C0003,KEMP,,I thought of having one as well. Are you there?
S1000701,P003,C0003,KEMP,,Have you seen them pills?
S1000703,P003,C0003,KEMP,,Two.
S1001019,P003,C0003,KEMP,,Is EDthere with you? (Pause.) ED?
S1001021,P003,C0003,KEMP,,"No, no."
S1001023,P003,C0003,KEMP,,I want a word with you. (He squints in SLOANE
S1001025,P003,C0003,KEMP,,Tell him to go.
S1001027,P003,C0003,KEMP,,I got business to discuss.
S1001030,P003,C0003,KEMP,,It’s personal.
S1001032,P003,C0003,KEMP,,I’m not talking in front of him.
S1001034,P003,C0003,KEMP,,I want to talk in private.
S1001036,P003,C0003,KEMP,,Is he gone?
S1001038,P003,C0003,KEMP,,That kid – who is he?
S1001040,P003,C0003,KEMP,,What’s his background?
S1001042,P003,C0003,KEMP,,You like him?
S1001044,P003,C0003,KEMP,,He comes to my room at night.
S1001046,P003,C0003,KEMP,,I can’t get to sleep. He talks all the time.
S1001048,P003,C0003,KEMP,,"Goes on and on. (Pause.) An’ he makes things up about me. (He rolls up his sleeve, shows a bruise.) Give me a thumping, he did."
S1001050,P003,C0003,KEMP,,Before the weekend.
S1001052,P003,C0003,KEMP,,I can’t sleep for worry. He comes in and stands by my bed in the dark. In his pyjamas.
S1001054,P003,C0003,KEMP,,"(lifts his trouser leg, pulls down his sock, shows an Elastoplast) He kicked me yesterday."
S1001056,P003,C0003,KEMP,,Tell him to wait.
S1001058,P003,C0003,KEMP,,Tell him to wait will you?
S1001060,P003,C0003,KEMP,,What’s his name?
S1001062,P003,C0003,KEMP,,I don’t know nobody called that.
S1001064,P003,C0003,KEMP,,"(swings round, tries to bring SLOANE into focus) Oh …"
S1001067,P003,C0003,KEMP,,"He’s in bed with her most nights. People talk. The woman from the shop spotted it first. Four months gone, she reckons."
S1001069,P003,C0003,KEMP,,She’s like the side of a house lately. It’s not what she eats. (Silence.) Shall I tell you something else?
S1001071,P003,C0003,KEMP,,He’s got it in for me.
S1001073,P003,C0003,KEMP,,It’s because I’m a witness. To his crime.
S1001077,P003,C0003,KEMP,,There’s no man there.
S1001079,P003,C0003,KEMP,,It’s a blind. (Pause.) Let me tell you about the boy.
S1001183,P003,C0003,KEMP,,(off) What’s that?
S1001186,P003,C0003,KEMP,,ED? (Pause.) Where’s ED?
S1001188,P003,C0003,KEMP,,"Nothing, sonnie."
S1001190,P003,C0003,KEMP,,I – (Pause.) Business.
S1001192,P003,C0003,KEMP,,He’s her brother. He ought to know.
S1001194,P003,C0003,KEMP,,Got to know sometime.
S1001196,P003,C0003,KEMP,,No.
S1001198,P003,C0003,KEMP,,Yes.
S1001200,P003,C0003,KEMP,,You’re a criminal.
S1001202,P003,C0003,KEMP,,I know you are. You killed my old boss. I know it was you.
S1001204,P003,C0003,KEMP,,I got to go. (Pause.) I’m expecting delivery of a damson tree.
S1001206,P003,C0003,KEMP,,I don’t have to. They got fingerprints.
S1001208,P003,C0003,KEMP,,All over the shop.
S1001210,P003,C0003,KEMP,,Oh … I know …
S1001212,P003,C0003,KEMP,,You murdered him.
S1001214,P003,C0003,KEMP,,"No, sonnie … no."
S1001216,P003,C0003,KEMP,,You’re bad.
S1001218,P003,C0003,KEMP,,Get away from me. Let me alone.
S1001220,P003,C0003,KEMP,,He was healthy. Sound as a bell.
S1001222,P003,C0003,KEMP,,He won cups for it. Looked after himself.
S1001224,P003,C0003,KEMP,,"Weak heart, my arse. You murdered him."
S1001226,P003,C0003,KEMP,,He was hit from behind.
S1001228,P003,C0003,KEMP,,The equipment.
S1001230,P003,C0003,KEMP,,You meant to.
S1001232,P003,C0003,KEMP,,Liar … lying little bugger. I knew what you was from the start.
S1001234,P003,C0003,KEMP,,"No … you’re finished. (Attempts to rise. SLOANE pushes him back. KEMP raises his stick, SLOANE takes it from him.)"
S1001236,P003,C0003,KEMP,,EDwill be back soon. (Rises to go.)
S1001238,P003,C0003,KEMP,,I’m seeing him then.
S1001240,P003,C0003,KEMP,,No.
S1001242,P003,C0003,KEMP,,Ugh! aaah …
S1001244,P003,C0003,KEMP,,I’ll see the police.
S1001256,P003,C0003,KEMP,,(muttering) Go away …
S1004168,P004,C0021,KEMP,,"Oh, here you are."
S1004170,P004,C0021,KEMP,,Yesterday.
S1004172,P004,C0021,KEMP,,What’s it like out?
S1004174,P004,C0021,KEMP,,Isn’t it raining?
S1004176,P004,C0021,KEMP,,I shall be there soon enough.
S1004177,P004,C0021,KEMP,,I don’t know.
S1004179,P004,C0021,KEMP,,I’d rather have a smoke of my pipe.
S1004181,P004,C0021,KEMP,,I’m going anyway.
S1004183,P004,C0021,KEMP,,Like a funeral.
S1004185,P004,C0021,KEMP,,Nothing much to be cheerful about.
S1004187,P004,C0021,KEMP,,They daren’t give me any.
S1004189,P004,C0021,KEMP,,Yes.
S1004191,P004,C0021,KEMP,,Sister’s looking.
S1004222,P004,C0021,KEMP,,It’s noisy in here.
S1004224,P004,C0021,KEMP,,Ear-plugs?
S1004226,P004,C0021,KEMP,,"I had to have an injection last night, to make me sleep."
S1004228,P004,C0021,KEMP,,Yes.
S1004230,P004,C0021,KEMP,,I felt the same.
S1004232,P004,C0021,KEMP,,They had to give me oxygen.
S1004234,P004,C0021,KEMP,,"Yes, I could scarcely breathe."
S1004236,P004,C0021,KEMP,,Yes.
S1004238,P004,C0021,KEMP,,About the same.
S1004240,P004,C0021,KEMP,,It gets worse every night.
S1004242,P004,C0021,KEMP,,They had a screen around me.
S1004244,P004,C0021,KEMP,,They had the green light on!
S1004246,P004,C0021,KEMP,,"Green for go. Yes, they know when you’re going to die."
S1004248,P004,C0021,KEMP,,They’ll have to carry me out!
S1004250,P004,C0021,KEMP,,I shall be here until they carry me out.
S1004252,P004,C0021,KEMP,,I won’t bother you much longer.
S1004254,P004,C0021,KEMP,,I don’t want to.
S1004256,P004,C0021,KEMP,,But I’m going to.
S1004258,P004,C0021,KEMP,,I shan’t see spring.
S1004260,P004,C0021,KEMP,,I shan’t see them.
S1004262,P004,C0021,KEMP,,I’ve lost the use of it.
S1004264,P004,C0021,KEMP,,I don’t want one.
S1004266,P004,C0021,KEMP,,I do feel a bit low today.
S1004268,P004,C0021,KEMP,,(shouting) It’s noisy in here.
S1004297,P004,C0021,KEMP,,I wish I’d gone.
S1004308,P004,C0021,KEMP,,Nothing much to be cheerful about. I’m losing weight – I’m as thin as a lath.
S1004383,P004,C0021,KEMP,,No.
S1004385,P004,C0021,KEMP,,I hope she’s behaving herself.
S1004387,P004,C0021,KEMP,,Who?
S1004389,P004,C0021,KEMP,,Ah.
S1004391,P004,C0021,KEMP,,Did she.
S1004393,P004,C0021,KEMP,,All that fog down by the cemetery.
S1004395,P004,C0021,KEMP,,No. She’s been a good friend to me.
S1004397,P004,C0021,KEMP,,Say goodbye to her for me.
S1004399,P004,C0021,KEMP,,I’m sinking.
S1004401,P004,C0021,KEMP,,"No, I shan’t be here much longer."
S1004403,P004,C0021,KEMP,,No.
S1004405,P004,C0021,KEMP,,Ask her.
S1004407,P004,C0021,KEMP,,"Go on, she won’t mind."
S1004412,P004,C0021,KEMP,,I don’t mind.
S1004414,P004,C0021,KEMP,,It’s all the same to me.
S1004418,P004,C0021,KEMP,,No.
S1004427,P004,C0021,KEMP,,No.
S1004432,P004,C0021,KEMP,,If you want.
S1004434,P004,C0021,KEMP,,I’ll have that one.
S1004448,P004,C0021,KEMP,,Ah.
S1004450,P004,C0021,KEMP,,Yes.
S1004454,P004,C0021,KEMP,,I’m tired.
S1004456,P004,C0021,KEMP,,I’m dying!
S1004458,P004,C0021,KEMP,,Yes.
S1004460,P004,C0021,KEMP,,No.
S1004463,P004,C0021,KEMP,,Yes.
S1004465,P004,C0021,KEMP,,Nurse …
S1004468,P004,C0021,KEMP,,How old are you?
S1004470,P004,C0021,KEMP,,"If I live to July, I’ll be eighty-five."
S1004474,P004,C0021,KEMP,,"You can’t imagine what it’s like to be old, nurse. Look at that hand. (Close-up of hand.) It’s not a hand at all."
S1004476,P004,C0021,KEMP,,It’s more like a claw!
S1004478,P004,C0021,KEMP,,Everything passes. I shan’t see another summer.
S1004481,P004,C0021,KEMP,,I’m dying –
S1004547,P004,C0021,KEMP,,They said you were dead.
S1004549,P004,C0021,KEMP,,They said you were dead.
S1004551,P004,C0021,KEMP,,"No, DEAD! They said you’d passed out."
S1004553,P004,C0021,KEMP,,She’s taken a fancy to you.
S1004555,P004,C0021,KEMP,,She’s taken a fancy to you. You’d better watch out.
S1004557,P004,C0021,KEMP,,You want to watch out. (Pause.) They said you were dead. I saw them flying about. I asked one of them what was the matter.
S1004559,P004,C0021,KEMP,,I was surprised. Very surprised.
S1004561,P004,C0021,KEMP,,"I don’t know. I was, that’s all. You didn’t look as though you were going to pass out."
S1004563,P004,C0021,KEMP,,"You looked a bit under the weather, but not on your last legs. No."
S1004565,P004,C0021,KEMP,,"You looked it. Yes. (Pause.) It would have been a shock if you’d gone. I mean, you don’t expect that sort of thing to happen – not in front of your face. I must say, they all took it very well considering. I admired that nurse – the way she kept her head. (Taking out his pipe and filling it.)"
S1004567,P004,C0021,KEMP,,Yes. I think they want to kill me.
S1004569,P004,C0021,KEMP,,They want to do me in.
S1004571,P004,C0021,KEMP,,(darkly) Is it?
S1004573,P004,C0021,KEMP,,I’ve got no confidence in them. None at all. I wonder sometimes if we’re safe in the hands of these nurses. Look at old Wilkins – talking about getting up on Friday. (Pause.) Saturday he was dead.
S1004575,P004,C0021,KEMP,,So they say.
S1004577,P004,C0021,KEMP,,He’d had a few words with the Sister on Friday. On Saturday he was dead. You can’t put it plainer than that.
S1004579,P004,C0021,KEMP,,Anything on?
S1004581,P004,C0021,KEMP,,I like a nice play. I must have missed it.
S1004583,P004,C0021,KEMP,,You ought to have wakened me. You’ve let me miss some nice things. Many a time I wake up and you tell me about something good that’s been on. (Pause.) I’m sorry I missed it.
S1004585,P004,C0021,KEMP,,"Ah, she’s one of the highbrows. Likes classical music."
S1004587,P004,C0021,KEMP,,"Ah well, it’s the way these people manage their lives. Live and let live, I say. (Pause.) What are you listening to?"
S1004589,P004,C0021,KEMP,,What kind of music?
S1004591,P004,C0021,KEMP,,You ought to ask her to switch over.
